Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,32437,25151.55,4733.76,832.43,30717.74,5110.8,2636.75,521.97,8269.52,38987.26
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6200,Public Safety Inspection,6231,Senior Street Inspector,52509,94861.81,0,0,94861.81,17653.76,13068.81,7804.47,38527.04,133388.85
Fiscal,2016,6,General Administration & Finance,TIS,General Services Agency - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1043,IS Engineer-Senior,30176,7176.4,0,0,7176.4,1301.08,698.34,557.01,2556.43,9732.83
Calendar,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,19133,13218,222,307.35,13747.35,847.74,3205.64,1100.07,5153.45,18900.8
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5260,Architectural Assistant 1,53532,51658.73,0,0,51658.73,10397.41,9790.26,4040.65,24228.32,75887.05
Fiscal,2016,1,Public Protection,FIR,Fire Department,798,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,11223,6764.74,0,0,6764.74,0,978.91,525.06,1503.97,8268.71
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2500,Med Therapy & Auxiliary,2583,Home Health Aide,46585,26563.6,772.16,2816.63,30152.39,6053.41,8928.69,2407.56,17389.66,47542.05
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,46376,72705.54,12461.2,5991.64,91158.38,17367.81,15086.88,1489.91,33944.6,125102.98
Fiscal,2015,6,General Administration & Finance,BOS,Board of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1800,"Budget, Admn & Stats Analysis",1835,Legislative Assistant,3982,4132.7,0,0,4132.7,1066.24,622.63,345.21,2034.08,6166.78
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,4754,57289.79,0,0,57289.79,12631.83,8925.06,4444.65,26001.54,83291.33
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,23028,1091.93,0,31.59,1123.52,0,87.29,86.76,174.05,1297.57
Fiscal,2014,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1094,IT Operations Support Admin IV,41536,92282.23,0,0,92282.23,19674.48,12512.55,7359.78,39546.81,131829.04
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,52840,4769,0,64.31,4833.31,286.68,450.05,2588.54,3325.27,8158.58
Fiscal,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,6966,5359.72,0,0,5359.72,1109.98,2539.93,526.57,4176.48,9536.2
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2930,Psychiatric Social Worker,14702,92380.02,2620.7,1946.87,96947.59,21128.16,12512.53,8018.32,41659.01,138606.6
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2588,Health Worker 4,7952,80545.44,0,0,80545.44,14989.57,13068.81,6589.5,34647.88,115193.32
Fiscal,2015,6,General Administration & Finance,REG,Elections,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,2222,528.19,278.77,0,806.96,0,161.65,62.48,224.13,1031.09
Fiscal,2016,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,723,96785.19,25327.08,14529.31,136641.58,28028.93,12566.32,2293.01,42888.26,179529.84
Fiscal,2014,6,General Administration & Finance,REG,Elections,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,34699,5837.38,2003.35,0,7840.73,0,1868.2,607.03,2475.23,10315.96
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35066,67223.19,40899.75,6838.07,114961.01,22001.93,13462.46,8949.76,44414.15,159375.16
Fiscal,2013,1,Public Protection,CRT,Superior Court,792,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,420C,Deputy Court Clerk II,37211,71566.29,0,1500,73066.29,13305.32,12801.79,6069.45,32176.56,105242.85
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,5138,118898.14,312.6,13526.04,132736.78,24969.73,13054.94,2207.64,40232.31,172969.09
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,17591,13885.6,0,80,13965.6,2524.52,3665.43,1080.58,7270.53,21236.13
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,34707,10112.72,160.4,9874.14,20147.26,3027.41,2011.1,1538.73,6577.24,26724.5
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,28158,69225.68,27325.45,3800.74,100351.87,21337.61,14669.67,7397.67,43404.95,143756.82
Fiscal,2013,1,Public Protection,DAT,District Attorney,311,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),10747,164581,0,937.5,165518.5,29313.3,12801.79,10747.04,52862.13,218380.63
Fiscal,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,551,112164.03,3911.27,8658.52,124733.82,22958.28,12464.6,2031.65,37454.53,162188.35
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,35542,95371.45,5468.15,1482.2,102321.8,17748.59,13081.28,8242.43,39072.3,141394.1
Fiscal,2015,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,45075,37374.81,0,560,37934.81,8508.79,6417.91,3112.64,18039.34,55974.15
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1093,IT Operations Support Admn III,25641,42112.2,0,0,42112.2,7847.61,5829.97,3358.9,17036.48,59148.68
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,9166,68584.58,4364.11,1280,74228.69,15233.06,12031.89,5884.61,33149.56,107378.25
Fiscal,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2500,Med Therapy & Auxiliary,2556,Physical Therapist,23050,90276.9,0,0,90276.9,19246.98,12464.61,7275.44,38987.03,129263.93
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2930,Psychiatric Social Worker,33299,23335.69,0,0,23335.69,4342.77,3727.36,1884.17,9954.3,33289.99
Fiscal,2014,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",35941,87575.81,19706.75,10432.88,117715.44,20563.18,12464.61,9128.31,42156.1,159871.54
Calendar,2013,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3264,Camp Assistant,7098,3070.5,0,0,3070.5,0,1596.84,242.57,1839.41,4909.91
Fiscal,2016,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,1743,68928.9,29827.62,1902.6,100659.12,13158.46,13068.81,8146.14,34373.41,135032.53
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,53385,91779.01,15790.87,8601.32,116171.2,20772.64,12632.27,1929.81,35334.72,151505.92
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,7086,79168.2,17066.38,6991.6,103226.18,19100.45,12500.56,8439.82,40040.83,143267.01
Fiscal,2016,4,Community Health,DPH,Public Health,164,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,14513,135948.11,0,21946.97,157895.08,24647.43,7631.78,6003.12,38282.33,196177.41
Calendar,2013,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,27164,86801.3,9763.57,11162.41,107727.28,18726.72,12918.24,1674.36,33319.32,141046.6
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,9648,9024.3,0,0,9024.3,0,0,712.92,712.92,9737.22
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,12909,161807.76,0,250,162057.76,34929.34,11687.43,10170.9,56787.67,218845.43
Fiscal,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,47464,6229.74,0,0,6229.74,0,2707.55,497.24,3204.79,9434.53
Calendar,2013,6,General Administration & Finance,BOS,Board of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1800,"Budget, Admn & Stats Analysis",1835,Legislative Assistant,1662,3027,0,0,3027,0,478.45,239.13,717.58,3744.58
Fiscal,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,8385,1167.6,0,58.38,1225.98,0,98.48,94.91,193.39,1419.37
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,32358,70266.86,21492.34,8076.23,99835.43,16782.41,11195.75,8180.61,36158.77,135994.2
Fiscal,2016,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,33102,95556.7,3813.9,9952.82,109323.42,18817.5,13006.46,8855.07,40679.03,150002.45
Fiscal,2013,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,15086,10354.84,0,0,10354.84,0,3746.12,801.66,4547.78,14902.62
Fiscal,2014,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3436,Arborist Technician Supervisor,21162,87723.31,2932.21,847.8,91503.32,18883.39,12512.56,7544.14,38940.09,130443.41
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11468,61949.22,6342.94,3241.08,71533.24,16695.19,12915.96,5626.32,35237.47,106770.71
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,40443,9171.08,0,565.78,9736.86,0,863.23,753.83,1617.06,11353.92
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,8319,66536.03,5107.06,7979.75,79622.84,17948.69,13350.89,6215.73,37515.31,117138.15
Fiscal,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,44039,2424.4,0,0,2424.4,0,1053.68,195.17,1248.85,3673.25
Fiscal,2016,1,Public Protection,CRT,Superior Court,356,Municipal Executive Association - Court,SCRT,SF Superior Court,155C,Court Reporter Coordinator,389,134956.21,0,3000,137956.21,24467.65,13068.8,33902.64,71439.09,209395.3
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,37526,60771.07,0,2013.99,62785.06,13667.24,13054.94,4918.65,31640.83,94425.89
Fiscal,2016,4,Community Health,DPH,Public Health,858,"Teamsters - Supervising Nurses, Local 856",2300,Nursing,2322,Nurse Manager,47933,9981.72,0,998.18,10979.9,1990.65,813.56,869.65,3673.86,14653.76
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,351,Municipal Executive Association - Miscellaneous,900,Management,955,Dep Dir V,27814,114828.4,0,0,114828.4,20652.65,5925.53,12847.74,39425.92,154254.32
Calendar,2013,1,Public Protection,SHF,Sheriff,499,Sheriff's Managers and Supervisors Association,8300,Correction & Detention,8312,Sheriff's Captain,39070,150712.01,3205.41,13521.85,167439.27,31276.55,12918.25,2811.52,47006.32,214445.59
Fiscal,2014,6,General Administration & Finance,BOS,Board of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1400,"Clerical, Secretarial & Steno",1454,Executive Secretary 3,24861,73420.8,0,0,73420.8,15653.36,12489.18,5736.47,33879.01,107299.81
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,20373,49874,11556.45,2416.28,63846.73,12618.6,13054.94,4863,30536.54,94383.27
Calendar,2013,6,General Administration & Finance,CAT,City Attorney,351,Municipal Executive Association - Miscellaneous,900,Management,931,Manager III,44782,139400.94,0,0,139400.94,26742.22,12918.24,16940.54,56601,196001.94
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,52353,111711.32,1910.11,42.27,113663.7,24039.54,12342.32,1070.68,37452.54,151116.24
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,10838,40947.2,2146.84,711.05,43805.09,11946.04,8312.33,3433.8,23692.17,67497.26
Fiscal,2016,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,10759,19737.2,0,0,19737.2,3673.1,2444.17,1594.33,7711.6,27448.8
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,40510,138637.93,15936.71,10149.36,164724,27385.65,12424.5,2752.56,42562.71,207286.71
Fiscal,2015,5,Culture & Recreation,REC,Recreation and Park Commission,236,"Carpenters, Local 22",7300,Journeyman Trade,7344,Carpenter,33249,70414.63,0,787.92,71202.55,15910.67,10216.21,5883.51,32010.39,103212.94
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3286,Recreation Coordinator,17356,63102,0,555.34,63657.34,13119.87,12424.5,5151.73,30696.1,94353.44
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,27672,37089.9,0,65.07,37154.97,8151.81,4095.01,3139.94,15386.76,52541.73
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,29577,12676.1,0,994.4,13670.5,0,2593.81,1061.15,3654.96,17325.46
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9212,Airport Safety Officer,27714,88831.01,9869.24,5937.31,104637.56,18613.15,12424.5,8524.94,39562.59,144200.15
Fiscal,2014,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1900,Purchasing & Storekeeping,1952,Purchaser,211,1644.3,0,0,1644.3,350.56,239.71,129.9,720.17,2364.47
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,23933,106606.8,0,8541.15,115147.95,0,0,9106.95,9106.95,124254.9
Calendar,2013,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,26029,22254.65,660.39,7.04,22922.08,2547.16,6046.46,1801.49,10395.11,33317.19
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,40553,62829.26,29215.27,13087.13,105131.66,13451.77,12756.43,8310.81,34519.01,139650.67
Calendar,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,49660,40803.96,1220.23,5366.15,47390.34,0,3997.57,3634.4,7631.97,55022.31
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,10465,69248.41,16451.39,6608.39,92308.19,16017.85,12452.66,7542.59,36013.1,128321.29
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,18758,64765.68,8627.63,8599.7,81993.01,14637.5,7483.56,1315.38,23436.44,105429.45
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,47236,112400.43,0,3038.44,115438.87,24059.21,11933.47,15.37,36008.05,151446.92
Calendar,2013,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9924,PS Aide Health Services,36883,18727.2,0,71.62,18798.82,0,6507.09,1455.41,7962.5,26761.32
Calendar,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,46498,108700.3,623,1150,110473.3,25610.68,8925.06,8888.02,43423.76,153897.06
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,25936,50607.32,2304.55,434.28,53346.15,9442.98,10266.94,4126.29,23836.21,77182.36
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,33625,123938.09,39187.16,16464.83,179590.08,26026.19,13054.94,2846.02,41927.15,221517.23
Calendar,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7347,Plumber,24339,97557,15151.44,1617.6,114326.04,21550.64,13054.94,9127.23,43732.81,158058.85
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,24101,66337.52,0,89801.26,156138.78,12506.08,5980.67,168.74,18655.49,174794.27
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,34580,59271.02,20733.02,9430.04,89434.08,14138.37,10405.52,1490.72,26034.61,115468.69
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5262,Landscape Architect Assoc 1,22768,80724.03,0,0,80724.03,17135.07,9557.29,6199.62,32891.98,113616.01
Calendar,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,24420,6593.4,0,5245.13,11838.53,1873.62,1355.7,929.64,4158.96,15997.49
Fiscal,2016,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,18104,39053.48,0,2399.28,41452.76,9115.42,10658.93,3353.4,23127.75,64580.51
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,42813,86477.4,503.25,4497.45,91478.1,16093.53,12969.04,7435.24,36497.81,127975.91
Fiscal,2013,1,Public Protection,JUV,Juvenile Probation,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,38435,1083.64,0,0,1083.64,0,366.2,83.9,450.1,1533.74
Fiscal,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,9523,130444.9,27854.99,16405.62,174705.51,25989.52,15683.42,2880.34,44553.28,219258.79
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,21775,65960.27,4844.37,1414.09,72218.73,19680.62,13977.25,5545.1,39202.97,111421.7
Calendar,2014,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3632,Librarian 2,13879,70577.6,0,1059.03,71636.63,15631.35,10170.74,5995.52,31797.61,103434.24
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38851,71279.1,40541.63,7556.96,119377.69,18983.49,14303.67,9084.05,42371.21,161748.9
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5364,Engineering Associate 1,6427,83148.03,0,0,83148.03,17137.11,12424.49,6739.42,36301.02,119449.05
Calendar,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,17793,52494.14,0,0,52494.14,11873.85,12873.39,4028.3,28775.54,81269.68
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q082,Captain 3,49030,202709.43,4843.84,19010.24,226563.51,38054.31,13068.81,596.97,51720.09,278283.6
Fiscal,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,32756,10545.89,0,0,10545.89,0,4997.62,816.46,5814.08,16359.97
Fiscal,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,24216,97651.81,0,0,97651.81,20819.32,12512.55,8171.66,41503.53,139155.34
Fiscal,2013,4,Community Health,DPH,Public Health,164,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,42407,203929.61,0,0,203929.61,36075.63,12801.79,11329.04,60206.46,264136.07
Fiscal,2014,2,"Public Works, Transportation & Commerce",PRT,Port,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,44906,61137.6,10619.24,2150.92,73907.76,13324.13,12512.55,6028.81,31865.49,105773.25
Fiscal,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1900,Purchasing & Storekeeping,1950,Assistant Purchaser,35492,55655.43,1707.92,12321.94,69685.29,12483.57,10249.5,5650.74,28383.81,98069.1
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,49837,56976.32,7499.61,6056.05,70531.98,11236.68,12851.03,5598.89,29686.6,100218.58
Calendar,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5500,Construction Project Mgmt,5502,Project Manager 1,11073,127491.06,0,0,127491.06,27231.03,13054.94,9751.45,50037.42,177528.48
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,18842,32552,0,0,32552,5901.69,5187.62,2509.79,13599.1,46151.1
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,830,10606.73,0,11.8,10618.53,0,3841.16,822.09,4663.25,15281.78
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,23021,129895.05,0,0,129895.05,26141.52,12424.5,9943.77,48509.79,178404.84
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,3884,48324.51,119.68,4321.44,52765.63,12589.4,13004.73,4102.04,29696.17,82461.8
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4291,37583.09,11864.05,1357.47,50804.61,11160.36,7629.42,3996.07,22785.85,73590.46
Fiscal,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,30850,1739.5,0,0,1739.5,0,850.13,134.67,984.8,2724.3
Fiscal,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2409,Pharmacy Technician,34236,78791.7,0,0,78791.7,16798.44,12512.55,5891.74,35202.73,113994.43
Calendar,2014,2,"Public Works, Transportation & Commerce",PRT,Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5100,Administrative-DPW/PUC,5174,Administrative Engineer,18958,141002,0,4910.69,145912.69,31166.68,13054.94,10082.37,54303.99,200216.68
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,28494,4072.75,0,308.31,4381.06,0,1290.67,340.13,1630.8,6011.86
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,5573,77623.2,3372.89,6111.47,87107.56,16857.14,12512.54,7129.44,36499.12,123606.68
Calendar,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,47535,3153.51,0,2444.55,5598.06,672.33,629.83,448.14,1750.3,7348.36
